Name,cvss,description,detection_method,detection_result,host,impact,insight,instances,log_method,plugin,plugin_details,port,product_detection_result,protocol,references,severity,solution,source,source_file
"PHP < 5.3.29, 5.4.x < 5.4.30, 5.5.x < 5.5.14 Multiple Vulnerabilities (Jun/Aug 2014) - Linux",['7.0'],['PHP is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 5.3.29, 5.4.x < 5.4.30, 5.5.x < 5.5.14 Multiple Vulnerabilities (Jun/Aug .  ->..', 'OID:1.3.6.1.4.1.25623.1.0.809736', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 5.5.14', 'Installation path / port: 80/tcp', 'Solution: Solution type: VendorFix Update to version 5.3.29, 5.4.30, 5.5.14 or later.', 'Affected Software/OS PHP versions 5.3.x prior to 5.3.29, 5.4.x prior to 5.4.30 and 5.5.x prior to 5.5.14.']",172.30.39.1,[],"['The following vulnerabilities exist:', 'CVE-2014-3981: Insecure temporary file use in the configure script', 'CVE-2014-4721: phpinfo() Type Confusion Information Leak Vulnerability', 'CVE-2014-0207: cdf_read_short_sector insufficient boundary check', 'CVE-2014-3478: mconvert incorrect handling of truncated pascal string size', 'CVE-2014-3479: cdf_check_stream_offset insufficient boundary check', 'CVE-2014-3480: cdf_count_chain insufficient boundary check', 'CVE-2014-3487: cdf_read_property_info insufficient boundary check', 'CVE-2014-4049: Fix potential segfault in dns_get_record()', 'CVE-2014-3515: unserialize() SPL ArrayObject / SPLObjectStorage Type Confusion', 'CVE-2014-9912: Buffer overflow in locale_get_display_name and uloc_getDisplayName (libicu 4.8.1)']",[],[],,{},80,"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)', 'Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation']",tcp,"['CVE-2014-0207', 'CVE-2014-3478', 'CVE-2014-3479', 'CVE-2014-3480', 'CVE-2014-3487', 'CVE-2014-3515', 'CVE-2014-3981', 'CVE-2014-4049']",Critical,"['Update to version 5.3.29, 5.4.30, 5.5.14 or later.', 'Solution type: VendorFix']",OPENVAS,openvas_adamdoupe_wackopicko
"PHP < 7.4.33, 8.0.x < 8.0.25, 8.1.x < 8.1.12 Security Update - Linux",['9.8'],"['PHP is prone to multiple vulnerabilities.', 'Quality of Detection (QoD): 30%']",[],"['Installed version: 5.5.9', 'Fixed version: 7.4.33']",172.30.39.1,['The following vulnerabilities exist: - CVE-2022-31630: OOB read due to insucient input validation in imageloadfont() - CVE-2022-37454: Buer'],['The following vulnerabilities exist: - CVE-2022-31630: OOB read due to insucient input validation in imageloadfont() - CVE-2022-37454: Buer'],[],[],,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)']",tcp,[],Critical,"['Solution type: VendorFix', 'Update to version 7.4.33, 8.0.25, 8.1.12 or later.']",OPENVAS,openvas_adamdoupe_wackopicko
PHP 'CVE-2019-13224' Use-After-Free Vulnerability - Linux,['9.8'],"['PHP is prone to a use-after-free vulnerability in a used third-pary library.', 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', """"Details: PHP 'CVE-2019-13224' Use-After-Free Vulnerability - Linux"""", 'OID:1.3.6.1.4.1.25623.1.0.108633', 'Version used: 2025-09-24T05:39:03Z', 'Product Detection Result', 'Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722)']","['Installed version: 5.5.9', 'Fixed version: 7.1.32', 'Installation', 'path / port: 80/tcp']",172.30.39.1,"['This aw allows attackers to potentially cause information disclosure, denial of service, or possibly code execution by providing a crafted regular expression.']","['The aw exists due to a use-after-free in onig_new_deluxe() in regext.c of the third-party library Oniguruma 6.9.2 which is used by PHP.', 'The attacker provides a pair of a regex pattern and a string, with a multi-byte encoding that gets handled by onig_new_deluxe().']",[],[],,{},80,"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)']",tcp,"['cve: CVE-2019-13224', 'url: http://bugs.php.net/78380', 'url: https://www.php.net/ChangeLog-7.php#7.3.9', 'url: https://www.php.net/ChangeLog-7.php#7.1.32', 'cert-bund: WID-SEC-2024-1086', 'cert-bund: WID-SEC-2024-0218', 'cert-bund: CB-K20/1030', 'dfn-cert: DFN-CERT-2024-0233', 'dfn-cert: DFN-CERT-2022-2107', 'dfn-cert: DFN-CERT-2020-2412', 'dfn-cert: DFN-CERT-2020-2105', 'dfn-cert: DFN-CERT-2020-1964', 'dfn-cert: DFN-CERT-2019-1804', 'dfn-cert: DFN-CERT-2019-1471', 'dfn-cert: DFN-CERT-2019-1424']",Critical,"['Solution type: VendorFix', 'Update to version 7.1.32, 7.3.9 or later.']",OPENVAS,openvas_adamdoupe_wackopicko
"PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux",['9.8'],"['PHP is prone to an arbitrary code execution vulnerability.', 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux']","['Installed version: 5.5.9', 'Fixed version: 5.5.27', 'Installation', 'path / port: 80/tcp']",172.30.39.1,['Successfully exploiting this issue allow remote attackers to execute arbitrary code by triggering a failed SplMinHeap::compare operation.'],"[""""An use-after-free vulnerability occurs in the 'spl_ptr_heap_insert' function in  'ext/spl/spl_heap.c'.""""]",[],[],,{},80,"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)']",tcp,[],CRITICAL,"['Solution type: VendorFix', 'Update to version 5.5.27, 5.6.11 or later.']",OPENVAS,openvas_adamdoupe_wackopicko
PHP <= 7.1.5 Multiple DoS Vulnerabilities,['9.8'],['PHP is prone to multiple denial of service (DoS) vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: PHP <= 7.1.5 Multiple DoS Vulnerabilities', 'OID:1.3.6.1.4.1.25623.1.0.117799', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: None', 'Installation', 'path / port: 80/tcp']",172.30.39.1,"['The following aws exist:', """"- CVE-2017-8923: The zend_string_extend function in Zend/zend_string.h does not prevent changes to string objects that result in a negative length, which allows remote attackers to cause a denial of service (application crash) or possibly have unspecied other impact by leveraging a script's use of .= with a long string."""", '- CVE-2017-9119: The i_zval_ptr_dtor function in Zend/zend_variables.h allows attackers to cause a denial of service (memory consumption and application crash) or possibly have unspeci- fied other impact by triggering crafted operations on array data structures.']","['Affected Software/OS: PHP versions through 7.1.5.', 'The following aws exist:', """"- CVE-2017-8923: The zend_string_extend function in Zend/zend_string.h does not prevent changes to string objects that result in a negative length, which allows remote attackers to cause a denial of service (application crash) or possibly have unspecied other impact by leveraging a script's use of .= with a long string."""", '- CVE-2017-9119: The i_zval_ptr_dtor function in Zend/zend_variables.h allows attackers to cause a denial of service (memory consumption and application crash) or possibly have unspeci- fied other impact by triggering crafted operations on array data structures.']",[],[],,{},80,"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)', 'Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)']",tcp,"['cve: CVE-2017-8923', 'cve: CVE-2017-9119', 'url: https://bugs.php.net/bug.php?id=73122', 'url: https://bugs.php.net/bug.php?id=74310', 'url: https://bugs.php.net/bug.php?id=74577', 'url: https://bugs.php.net/bug.php?id=74593', 'url: http://www.securityfocus.com/bid/98518', 'url: http://www.securityfocus.com/bid/98596', 'cert-bund: WID-SEC-2024-3760', 'dfn-cert: DFN-CERT-2022-2639', 'dfn-cert: DFN-CERT-2022-2638', 'dfn-cert: DFN-CERT-2022-0485', 'dfn-cert: DFN-CERT-2022-0455', 'dfn-cert: DFN-CERT-2022-0431', 'dfn-cert: DFN-CERT-2022-0410']",Critical,"['Solution type: WillNotFix', 'No known solution was made available for at least one year since the disclosure of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer release, disable respective features, remove the product or replace the product by another one.']",OPENVAS,openvas_adamdoupe_wackopicko
PHP <= 5.6.27 / 7.0.x <= 7.0.12 DoS Vulnerability,['9.8'],['PHP is prone to a denial of service (DoS) vulnerability.'],"['Checks if a vulnerable version is present on the target host.', 'Details: PHP <= 5.6.27 / 7.0.x <= 7.0.12 DoS Vulnerability', 'OID:1.3.6.1.4.1.25623.1.0.117802', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: None', 'Installation', 'path / port: 80/tcp']",172.30.39.1,"['Affected Software/OS: PHP versions through 5.6.27 and 7.0.x through 7.0.12.', 'Vulnerability Insight: PHP mishandles property modication during __wakeup processing, which allows remote attackers to cause a denial of service or possibly have unspecied other impact via crafted serialized data, as demonstrated by Exception::__toString with DateInterval::__wakeup.']","['PHP mishandles property modication during __wakeup processing, which allows remote attackers to cause a denial of service or possibly have unspecied other impact via crafted serialized data, as demonstrated by Exception::__toString with DateInterval::__wakeup.']",[],[],,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)']",tcp,"['cve: CVE-2016-9138', 'url: https://bugs.php.net/bug.php?id=73147', 'cert-bund: CB-K17/0318', 'cert-bund: CB-K16/1943', 'dfn-cert: DFN-CERT-2017-0325', 'dfn-cert: DFN-CERT-2016-2053']",CRITICAL,"['Solution type: WillNotFix', 'No known solution was made available for at least one year since the disclosure of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer release, disable respective features, remove the product or replace the product by another one.']",OPENVAS,openvas_adamdoupe_wackopicko
PHP < 5.6.7 DoS Vulnerability - Linux,['9.8'],['PHP is prone to a denial of service (DoS) vulnerability.'],"['Checks if a vulnerable version is present on the target host.', 'Details: PHP <= 5.6.27 / 7.0.x <= 7.0.12 DoS Vulnerability', 'OID:1.3.6.1.4.1.25623.1.0.117802', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 5.6.7', 'Installation', 'path / port: 80/tcp']",172.30.39.1,"['Affected Software/OS: PHP versions through 5.6.27 and 7.0.x through 7.0.12.', 'Vulnerability Insight: PHP mishandles property modication during __wakeup processing, which allows remote attackers to cause a denial of service or possibly have unspecied other impact via crafted serialized data, as demonstrated by Exception::__toString with DateInterval::__wakeup.']","['PHP mishandles property modication during __wakeup processing, which allows remote attackers to cause a denial of service or possibly have unspecied other impact via crafted serialized data, as demonstrated by Exception::__toString with DateInterval::__wakeup.']",[],[],,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)', 'Method: PHP Detection Consolidation']",tcp,"['cve: CVE-2016-9138', 'url: https://bugs.php.net/bug.php?id=73147', 'cert-bund: CB-K17/0318', 'cert-bund: CB-K16/1943', 'dfn-cert: DFN-CERT-2017-0325', 'dfn-cert: DFN-CERT-2016-2053']",CRITICAL,"['Solution type: WillNotFix', 'No known solution was made available for at least one year since the disclosure of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer release, disable respective features, remove the product or replace the product by another one.']",OPENVAS,openvas_adamdoupe_wackopicko
"PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux",['7.0'],['PHP is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016.', 'OID:1.3.6.1.4.1.25623.1.0.808617', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 5.5.29', 'Installation path / port: 80/tcp']",172.30.39.1,"['Successfully exploiting these issues allow remote attackers to read arbitrary empty directories, also to cause a denial of service.']","['The following aws exist:', """"- Error in the 'ZipArchive::extractTo' function in 'ext/zip/php_zip.c' script."""", '- The xsl_ext_function_php function in ext/xsl/xsltprocessor.c when libxml2 is used, does not consider the possibility of a NULL valuePop return value before proceeding with a free operation after the principal argument loop.', '- Improper handling of multiple php_var_unserialize calls', '- Multiple use-after-free vulnerabilities']",[],[],,{},80,"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)', 'Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['CVE-2014-9767', 'CVE-2015-6834', 'CVE-2015-6835', 'CVE-2015-6837', 'CVE-2015-6838', 'http://www.php.net/ChangeLog-5.php', 'http://www.securityfocus.com/bid/76652', 'http://www.securityfocus.com/bid/76649', 'http://www.securityfocus.com/bid/76733', 'http://www.securityfocus.com/bid/76734', 'http://www.securityfocus.com/bid/76738', 'http://www.openwall.com/lists/oss-security/2016/03/16/20', 'WID-SEC-2025-1425', 'CB-K16/1776', 'CB-K16/0944', 'CB-K16/0912', 'CB-K16/0623', 'CB-K16/0614', 'CB-K16/0422', 'CB-K15/1571', 'CB-K15/1561', 'CB-K15/1478', 'CB-K15/1439', 'CB-K15/1415', 'CB-K15/1337', 'DFN-CERT-2016-1882', 'DFN-CERT-2016-1004', 'DFN-CERT-2016-0972', 'DFN-CERT-2016-0676', 'DFN-CERT-2016-0659', 'DFN-CERT-2016-0460', 'DFN-CERT-2015-1658', 'DFN-CERT-2015-1644', 'DFN-CERT-2015-1556', 'DFN-CERT-2015-1515', 'DFN-CERT-2015-1493', 'DFN-CERT-2015-1407']",Critical,"['Solution type: VendorFix', 'Update to version 5.4.45, 5.5.29, 5.6.13 or later.']",OPENVAS,openvas_adamdoupe_wackopicko
"PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux",['9.8'],['PHP is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016.', 'OID:1.3.6.1.4.1.25623.1.0.808604', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 5.5.28', 'Installation path / port: 80/tcp']",172.30.39.1,['Successfully exploiting this issue allow remote attackers to cause a denial of service (NULL pointer dereference and application crash) or trigger unintended method execution to defeat cryptographic protection mechanisms.'],"['Multiple aws exist due to:', """"- An improper validation of certain Exception objects in 'Zend/zend_exceptions.c' script."""", """"- The 'openssl_random_pseudo_bytes' function in 'ext/openssl/openssl.c' incorrectly relies on the deprecated 'RAND_pseudo_bytes' function.""""]",[],[],,{},80,"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)', 'Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['CVE-2015-8835', 'CVE-2015-8867', 'CVE-2015-8873', 'CVE-2015']",CRITICAL,"['Solution type: VendorFix', 'Update to version 5.4.44, 5.5.28, 5.6.12 or later.']",OPENVAS,openvas_adamdoupe_wackopicko
"PHP < 5.4.43, 5.5.x < 5.5.27, 5.6.x < 5.6.11 Multiple Vulnerabilities (Mar 2016) - Linux",['9.8'],['PHP is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 5.4.43, 5.5.x < 5.5.27, 5.6.x < 5.6.11 Multiple Vulnerabilities (Mar 2016).', 'OID:1.3.6.1.4.1.25623.1.0.807507', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 5.5.27']",172.30.39.1,"['Successfully exploiting these issues allow remote attackers to execute arbitrary code in the context of the PHP process.', 'Failed exploit attempts will likely crash the webserver.']","['The following aws exist:', """"- Inadequate boundary checks on user-supplied input by 'phar_x_lepath' function in 'ext/phar/phar.c' script."""", """"- Improper validation of le pointer in the 'phar_convert_to_other' function in 'ext/phar/phar_object.c' script.""""]",[],[],,{},80,"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)']",tcp,"['cert-bund: CB-K16/1982', 'dfn-cert: DFN-CERT-2018-0835', 'dfn-cert: DFN-CERT-2017-0532', 'dfn-cert: DFN-CERT-2017-0334', 'dfn-cert: DFN-CERT-2017-0274', 'dfn-cert: DFN-CERT-2017-0058', 'dfn-cert: DFN-CERT-2017-0016', 'dfn-cert: DFN-CERT-2016-2130', 'dfn-cert: DFN-CERT-2016-2084']",Critical,"['Solution type: VendorFix', 'Update to version 5.4.43, 5.5.27, 5.6.11 or later.']",OPENVAS,openvas_adamdoupe_wackopicko
"PHP < 5.4.42, 5.5.x < 5.5.26, 5.6.x < 5.6.10 Multiple Vulnerabilities (Aug 2016) - Linux",['9.8'],"['PHP is prone to multiple vulnerabilities.', 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 5.4.42, 5.5.x < 5.5.26, 5.6.x < 5.6.10 Multiple Vulnerabilities (Aug 2016.', 'OID:1.3.6.1.4.1.25623.1.0.808675', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 5.5.26', 'Installation path / port: 80/tcp']",172.30.39.1,"['Successfully exploiting these issues allow remote attackers to cause a denial of service, to read or write to arbitrary les, also execute arbitrary code via a long reply to a LIST command, leading to a heap-based buer overow.']","['The following aws exist:', '- Improper validation of token extraction for table names, in the php_pgsql_meta_data function in pgsql.c in the PostgreSQL extension.', '- Integer overow in the ftp_genlist function in ext/ftp/ftp.c', '- PHP does not ensure that pathnames lack %00 sequences.']",[],[],,{},80,"['cpe:/a:php:php:5.5.9   Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)', 'Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation']",tcp,"['cve: CVE-2015-4598', 'cve: CVE-2015-4643', 'cve: CVE-2015-4644', 'url: http://www.php.net/ChangeLog-5.php', 'url: http://www.securityfocus.com/bid/75291', 'url: http://www.securityfocus.com/bid/75292', 'url: http://www.securityfocus.com/bid/75244', 'url: http://www.securityfocus.com/bid/75290', 'cert-bund: CB-K16/0944', 'cert-bund: CB-K15/1261', 'cert-bund: CB-K15/1158', 'cert-bund: CB-K15/1031', 'cert-bund: CB-K15/0973', 'cert-bund: CB-K15/0966', 'cert-bund: CB-K15/0942', 'cert-bund: CB-K15/0936', 'cert-bund: CB-K15/0880', 'cert-bund: CB-K15/0854', 'dfn-cert: DFN-CERT-2016-1004', 'dfn-cert: DFN-CERT-2015-1335', 'dfn-cert: DFN-CERT-2015-1217', 'dfn-cert: DFN-CERT-2015-1083', 'dfn-cert: DFN-CERT-2015-1021', 'dfn-cert: DFN-CERT-2015-1017', 'dfn-cert: DFN-CERT-2015-0989', 'dfn-cert: DFN-CERT-2015-0983', 'dfn-cert: DFN-CERT-2015-0926', 'dfn-cert: DFN-CERT-2015-0900']",Critical,"['Solution type: VendorFix', 'Update to version 5.4.42, 5.5.26, 5.6.10 or later.']",OPENVAS,openvas_adamdoupe_wackopicko
"PHP < 5.4.40, 5.5.x < 5.5.24, 5.6.x < 5.6.8 Multiple Vulnerabilities - Linux",['9.8'],"['PHP is prone to multiple vulnerabilities.', 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 5.4.40, 5.5.x < 5.5.24, 5.6.x < 5.6.8 Multiple Vulnerabilities (Aug 2016.', 'OID:1.3.6.1.4.1.25623.1.0.808675']","['Installed version: 5.5.9', 'Fixed version: 5.5.24', 'Installation path / port: 80/tcp']",172.30.39.1,"['Successfully exploiting these issues allow remote attackers to cause a denial of service, to obtain sensitive information from process memory and to execute arbitrary code via crafted dimensions.']",[],[],[],,{},80,"['cpe:/a:php:php:5.5.9   Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)', 'Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation']",tcp,"['cve: CVE-2015-4598', 'cve: CVE-2015-4643', 'cve: CVE-2015-4644', 'url: http://www.php.net/ChangeLog-5.php', 'url: http://www.securityfocus.com/bid/75291', 'url: http://www.securityfocus.com/bid/75292', 'url: http://www.securityfocus.com/bid/75244', 'url: http://www.securityfocus.com/bid/75290', 'cert-bund: CB-K16/0944', 'cert-bund: CB-K15/1261', 'cert-bund: CB-K15/1158', 'cert-bund: CB-K15/1031', 'cert-bund: CB-K15/0973', 'cert-bund: CB-K15/0966', 'cert-bund: CB-K15/0942', 'cert-bund: CB-K15/0936', 'cert-bund: CB-K15/0880', 'cert-bund: CB-K15/0854', 'dfn-cert: DFN-CERT-2016-1004', 'dfn-cert: DFN-CERT-2015-1335', 'dfn-cert: DFN-CERT-2015-1217', 'dfn-cert: DFN-CERT-2015-1083', 'dfn-cert: DFN-CERT-2015-1021', 'dfn-cert: DFN-CERT-2015-1017', 'dfn-cert: DFN-CERT-2015-0989', 'dfn-cert: DFN-CERT-2015-0983', 'dfn-cert: DFN-CERT-2015-0926', 'dfn-cert: DFN-CERT-2015-0900']",CRITICAL,['Solution type: VendorFix'],OPENVAS,openvas_adamdoupe_wackopicko
PHP Multiple Vulnerabilities (Feb 2019) - Linux,['5.0'],['PHP is prone to multiple vulnerabilities.'],[],"['Installed version: 5.5.9', 'Fixed version: 5.6.40', 'Installation', 'path / port: 80/tcp']",172.30.39.1,[],[],[],[],,{},80,"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)']",tcp,[],Critical,"['Solution type: VendorFix', 'Update to version 5.6.40, 7.1.16, 7.2.14, 7.3.1 or later.']",OPENVAS,openvas_adamdoupe_wackopicko
"PHP < 7.4.28, 8.0.x < 8.0.16, 8.1.x < 8.1.3 Security Update (Feb 2022) - Linux",['5.0'],"['PHP released new versions which include a security x.', 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 7.4.28, 8.0.x < 8.0.16, 8.1.x < 8.1.3 Security Update (Feb 2022) - Linux  OID:1.3.6.1.4.1.25623.1.0.147657   Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 7.4.28', 'Installation', 'path / port: 80/tcp']",172.30.39.1,"['Affected Software/OS   PHP prior to version 7.4.28, 8.0.x through 8.0.15 and 8.1.x through 8.1.2.']",['Fix #81708: UAF due to php_lter_oat() failing for ints.'],[],[],,{},80,"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)', 'Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722)']",tcp,"['cve: CVE-2021-21708', 'url: https://www.php.net/ChangeLog-7.php#7.4.28', 'url: https://www.php.net/ChangeLog-8.php#8.0.16', 'url: https://www.php.net/ChangeLog-8.php#8.1.3', 'url: https://bugs.php.net/bug.php?id=81708', 'cert-bund: WID-SEC-2023-1737', 'cert-bund: WID-SEC-2022-1767', 'cert-bund: WID-SEC-2022-1335', 'cert-bund: WID-SEC-2022-1228', 'cert-bund: WID-SEC-2022-0280', 'cert-bund: CB-K22/0201', 'dfn-cert: DFN-CERT-2024-1062', 'dfn-cert: DFN-CERT-2023-1600', 'dfn-cert: DFN-CERT-2022-2639', 'dfn-cert: DFN-CERT-2022-2598', 'dfn-cert: DFN-CERT-202']",Critical,"['Solution type: VendorFix', 'Update to version 7.4.28, 8.0.16, 8.1.3 or later.']",OPENVAS,openvas_adamdoupe_wackopicko
Apache HTTP Server 2.4.0 - 2.4.46 Multiple Vulnerabilities - Linux,['7.0'],['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server 2.4.0 - 2.4.46 Multiple Vulnerabilities - Linux', 'OID:1.3.6.1.4.1.25623.1.0.112897', 'Version used: 2021-08-24T09:01:06Z']","['Installed version: 2.4.7', 'Fixed version: 2.4.48', 'Installation', 'path / port: 80/tcp']",172.30.39.1,"['CVE-2020-35452: A specially crafted Digest nonce can cause a stack overow in mod_auth_digest.', 'CVE-2021-26690: A specially crafted Cookie header handled by mod_session can cause a NULL pointer dereference and crash, leading to a possible Denial Of Service.', 'CVE-2021-26691: A specially crafted SessionHeader sent by an origin server could cause a heap overow.']","['The following vulnerabilities exist:', 'CVE-2020-35452: mod_auth_digest possible stack overow by one null byte', 'CVE-2021-26690: mod_session NULL pointer dereference', 'CVE-2021-26691: mod_session response handling heap overow']",[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.7', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['cve: CVE-2020-35452', 'cve: CVE-2021-26690', 'cve: CVE-2021-26691', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2022-0438', 'cert-bund: WID-SEC-2022-0190', 'cert-bund: CB-K22/0072', 'cert-bund: CB-K21/1092', 'cert-bund: CB-K21/1090', 'cert-bund: CB-K21/0646', 'dfn-cert: DFN-CERT-2022-1047', 'dfn-cert: DFN-CERT-2022-0207', 'dfn-cert: DFN-CERT-2022-0122', 'dfn-cert: DFN-CERT-2022-0098', 'dfn-cert: DFN-CERT-2021-2394', 'dfn-cert: DFN-CERT-2021-2365', 'dfn-cert: DFN-CERT-2021-2300', 'dfn-cert: DFN-CERT-2021-2187', 'dfn-cert: DFN-CERT-2021-2153', 'dfn-cert: DFN-CERT-2021-1467', 'dfn-cert: DFN-CERT-2021-1412', 'dfn-cert: DFN-CERT-2021-1355', 'dfn-cert: DFN-CERT-2021-1340', 'dfn-cert: DFN-CERT-2021-1333', 'dfn-cert: DFN-CERT-2021-1321', 'dfn-cert: DFN-CERT-2021-1273']",Critical,"['Solution type: VendorFix', 'Update to version 2.4.48 or later.']",OPENVAS,openvas_adamdoupe_wackopicko
