Name,description,detection_result,detection_method,product_detection_result,impact,solution,insight,log_method,cvss,port,protocol,severity,references,plugin,identification,http_info,source,llm,target,host
"PHP < 8.0.27, 8.1.x < 8.1.14, 8.2.x < 8.2.1 Security Update - Linux",['PHP is prone to an integer overflow vulnerability.'],"['Installed version: 5.5.9', 'Fixed version: 8.0.27', 'Installation path / port: 80/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 8.0.27, 8.1.x < 8.1.14, 8.2.x < 8.2.1 Security Update - Linux', 'OID:1.3.6.1.4.1.25623.1.0.149069', 'Version used: 2025-09-24T05:39:03Z']","['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722)']",[],"['Solution type: VendorFix', 'Update to version 8.0.27, 8.1.14, 8.2.1 or later.']","['Due to an uncaught integer overflow, PDO::quote() of PDO_SQLite may return a not properly quoted string.']",[],['7.8'],,,HIGH,"['cve: CVE-2016-5385', 'cve: CVE-2016-6128', 'url: http://www.php.net/ChangeLog-5.php', 'url: http://www.securityfocus.com/bid/91821', 'url: http://www.securityfocus.com/bid/91509', 'url: http://www.php.net/ChangeLog-7.php', 'url: http://www.kb.cert.org/vuls/id/797896', 'url: https://bugs.php.net/bug.php?id=72573', 'url: https://bugs.php.net/bug.php?id=72494', 'cert-bund: WID-SEC-2025-2522', 'cert-bund: CB-K17/1252', 'cert-bund: CB-K16/1941', 'cert-bund: CB-K16/1854', 'cert-bund: CB-K16/1776', 'cert-bund: CB-K16/1549', 'cert-bund: CB-K16/1499', 'cert-bund: CB-K16/1407', 'cert-bund: CB-K16/1283', 'cert-bund: CB-K16/1248', 'cert-bund: CB-K16/1179', 'cert-bund: CB-K16/1115', 'cert-bund: CB-K16/1110', 'cert-bund: CB-K16/1106', 'cert-bund: CB-K16/1092', 'cert-bund: CB-K16/1077', 'cert-bund: CB-K16/1045', 'dfn-cert: DFN-CERT-2017-1295', 'dfn-cert: DFN-CERT-2016-2047', 'dfn-cert: DFN-CERT-2016-1961', 'dfn-cert: DFN-CERT-2016-1882', 'dfn-cert: DFN-CERT-2016-1641', 'dfn-cert: DFN-CERT-2016-1590', 'dfn-cert: DFN-CERT-2016-1498', 'dfn-cert: DFN-CERT-2016-1367', 'dfn-cert: DFN-CERT-2016-1326', 'dfn-cert: DFN-CERT-2016-1253', 'dfn-cert: DFN-CERT-2016-1184', 'dfn-cert: DFN-CERT-2016-1179', 'dfn-cert: DFN-CERT-2016-1178', 'dfn-cert: DFN-CERT-2016-1157', 'dfn-cert: DFN-CERT-2016-1144', 'dfn-cert: DFN-CERT-2016-1110', 'cve: CVE-2022-31631', 'url: https://www.php.net/ChangeLog-8.php#8.0.27', 'url: https://www.php.net/ChangeLog-8.php#8.1.14']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
Apache HTTP Server 'mod_auth_digest' DoS Vulnerability - Linux,['Apache HTTP Server is prone to a denial of service (DoS) vulnerability.'],"['Installed version: 2.4.7', 'Fixed version: 2.4.25', 'Installation path / port: 80/tcp']","['Checks if a vulnerable version is present on the target host.', ""Details: Apache HTTP Server 'mod_auth_digest' DoS Vulnerability - Linux"", 'OID:1.3.6.1.4.1.25623.1.0.812067', 'Version used: 2024-02-15T05:05:40Z']","['cpe:/a:apache:http_server:2.4.7', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1 ->.0.117232)']",['Successful exploitation will allow remote attackers to cause a denial-of-service condition.'],"['Solution type: VendorFix', 'Update to Apache HTTP Server 2.4.25 or later.']","[""The flaw exists due to insufficient handling of malicious input to 'mod_auth_digest'.""]",[],['7.5'],,,HIGH,"['cve: CVE-2016-2161', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#CVE-2016-2161', 'url: http://www.securityfocus.com/bid/95076', 'cert-bund: WID-SEC-2025-0370', 'cert-bund: CB-K19/0354', 'cert-bund: CB-K17/1854', 'cert-bund: CB-K17/1622', 'cert-bund: CB-K17/0955', 'cert-bund: CB-K17/0794', 'cert-bund: CB-K17/0704', 'cert-bund: CB-K17/0527', 'cert-bund: CB-K17/0477', 'cert-bund: CB-K16/1995', 'dfn-cert: DFN-CERT-2017-1925', 'dfn-cert: DFN-CERT-2017-1692', 'dfn-cert: DFN-CERT-2017-0988', 'dfn-cert: DFN-CERT-2017-0814', 'dfn-cert: DFN-CERT-2017-0723', 'dfn-cert: DFN-CERT-2017-0532', 'dfn-cert: DFN-CERT-2017-0489', 'dfn-cert: DFN-CERT-2016-2108']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux,['Apache HTTP Server is prone to multiple vulnerabilities.'],['Installed version: 2.4.7'],[],"['cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232)']",[],[],[],[],['7.5'],,,HIGH,['cve: CVE-2016-2161'],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux,"['Apache HTTP Server is prone to multiple vulnerabilities.', 'Quality of Detection (QoD): 30%']","['Installed version: 2.4.7   Fixed version: 2.4.59   Installation   path / port: 80/tcp   Solution:   Solution type: VendorFix   Update to version 2.4.59 or later.', 'Aected Software/OS   Apache HTTP Server version 2.4.58 and prior.', 'Vulnerability Insight   The following vulnerabilities exist:', '- CVE-2023-38709: HTTP response splitting', '- CVE-2024-24795: HTTP response splitting in multiple modules', '- CVE-2024-27316: HTTP/2 DoS by memory exhaustion on endless continuation frames']","['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux', 'OID:1.3.6.1.4.1.25623.1.0.152039', 'Version used: 2024-06-07T05:05:42Z']","['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232)']",[],"['Solution type: VendorFix', 'Update to version 2.4.59 or later.']","['The following vulnerabilities exist:', '- CVE-2023-38709: HTTP response splitting', '- CVE-2024-24795: HTTP response splitting in multiple modules', '- CVE-2024-27316: HTTP/2 DoS by memory exhaustion on endless continuation frames']",[],['7.5'],80.0,tcp,HIGH,"['cve: CVE-2023-38709', 'cve: CVE-2024-24795', 'cve: CVE-2024-27316', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.59', 'url: https://kb.cert.org/vuls/id/421644', 'url: https://nowotarski.info/http2-continuation-flood/', 'url: https://nowotarski.info/http2-continuation-flood-technical-details/', 'cert-bund: WID-SEC-2025-1529', 'cert-bund: WID-SEC-2024-1725', 'cert-bund: WID-SEC-2024-1643', 'cert-bund: WID-SEC-2024-1642', 'cert-bund: WID-SEC-2024-1504', 'cert-bund: WID-SEC-2024-1248', 'cert-bund: WID-SEC-2024-1226', 'cert-bund: WID-SEC-2024-0801']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
Apache HTTP Server Denial of Service Vulnerability-02 (Apr 2018) - Linux,['Apache HTTP Server is prone to a denial of service vulnerability.'],"['Installed version: 2.4.7', 'Fixed version: 2.4.30', 'Installation path / port: 80/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server Denial of Service Vulnerability-02 (Apr 2018) - Linux', 'OID:1.3.6.1.4.1.25623.1.0.812849', 'Version used: 2024-02-09T05:06:25Z']","['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",['Successful exploitation will allow an attacker to crash the Apache HTTP Server resulting in denial of service condition.'],"['Solution type: VendorFix', 'Update to version 2.4.30 or later. Please see the references for more information.']",['The flaw exists as the Apache HTTP Server fails to sanitize against a specially crafted HTTP request header.'],[],['7.5'],80.0,tcp,HIGH,"['cve: CVE-2018-1303', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'url: http://www.securityfocus.com/bid/103522', 'cert-bund: CB-K20/1030', 'cert-bund: CB-K18/0535', 'dfn-cert: DFN-CERT-2020-2133', 'dfn-cert: DFN-CERT-2019-0359', 'dfn-cert: DFN-CERT-2019-0351', 'dfn-cert: DFN-CERT-2018-2316', 'dfn-cert: DFN-CERT-2018-0985', 'dfn-cert: DFN-CERT-2018-0570']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
"PHP < 5.6.32, 7.x < 7.0.24, 7.1.x < 7.1.11 Heap Based Buffer Overflow Vulnerability - Linux",['PHP is prone to a heap buffer overflow vulnerability.'],[],[],"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)']",[],[],[],[],['7.5'],,,HIGH,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
Apache HTTP Server Denial of Service Vulnerability-02 (Apr 2018) - Linux,['The aw exists as the Apache HTTP Server fails to sanitize against a specially crafted HTTP request header.'],['Checks if a vulnerable version is present on the target host.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server Denial of Service Vulnerability-02 (Apr 2018) - Linux', 'OID:1.3.6.1.4.1.25623.1.0.812849', 'Version used: 2024-02-09T05:06:25Z']","['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232)']",['Successfully exploiting this issue allow attacker to execute arbitrary code with elevated privileges within the context of a privileged process.'],"['Solution type: VendorFix', 'Update to version 5.6.32, 7.0.25, 7.1.11 or later.']",['The aw exists as the Apache HTTP Server fails to sanitize against a specially crafted HTTP request header.'],[],['7.5'],,,HIGH,"['cve: CVE-2018-1303', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'url: http://www.securityfocus.com/bid/103522', 'cert-bund: CB-K20/1030', 'cert-bund: CB-K18/0535', 'dfn-cert: DFN-CERT-2020-2133', 'dfn-cert: DFN-CERT-2019-0359', 'dfn-cert: DFN-CERT-2019-0351', 'dfn-cert: DFN-CERT-2018-2316', 'dfn-cert: DFN-CERT-2018-0985', 'dfn-cert: DFN-CERT-2018-0570']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
"PHP < 5.6.32, 7.x < 7.0.24, 7.1.x < 7.1.11 Heap Based Buer Overow Vulnerability - Linux","['PHP is prone to a heap buer overow vulnerability.', 'Quality of Detection (QoD): 30%']","['Installed version: 5.5.9', 'Fixed version: 5.6.32', 'Installation path / port: 80/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 5.6.32, 7.x < 7.0.24, 7.1.x < 7.1.11 Heap Based Buffer Overflow Vulnerabi.', 'OID:1.3.6.1.4.1.25623.1.0.812073', 'Version used: 2025-09-24T05:39:03Z']","['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722)']",['Successfully exploiting this issue allow attacker to execute arbitrary code with elevated privileges within the context of a privileged process.'],"['Solution type: VendorFix', 'Update to version 5.6.32, 7.0.25, 7.1.11 or later.']","[""The aw exists due to an error in the date extension's 'timelib_meridian' handling of 'front of' and 'back of' directives.""]",[],['7.5'],80.0,tcp,HIGH,"['cve: CVE-2017-16642', 'url: http://php.net/ChangeLog-5.php', 'url: http://www.securityfocus.com/bid/101745', 'url: http://php.net/ChangeLog-7.php', 'url: https://bugs.php.net/bug.php?id=75055', 'cert-bund: CB-K18/0270', 'cert-bund: CB-K18/0048', 'cert-bund: CB-K17/2123']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
"PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015)",['PHP is prone to multiple denial of service (DoS) vulnerabilities.'],"['Installed version: 5.5.9', 'Fixed version: 5.5.21', 'Installation path / port: 80/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015)', 'OID:1.3.6.1.4.1.25623.1.0.805412', 'Version used: 2025-09-24T05:39:03Z']","['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",['Successful exploitation will allow remote attackers to cause a denial of service or possibly have unspecied other impact.'],"['Solution type: VendorFix', 'Update to PHP version 5.5.21, 5.6.5 or later.']","['The following aws exist:', ""- CVE-2014-9425: Double free error in the 'zend_ts_hash_graceful_destroy' function in 'zend_ts_hash.c script in the Zend Engine."", ""- CVE-2014-9709: Improper handling of GIF images in the gdImageCreateFromGif function used in the GetCode_ from 'gd_gif_in.c' script in GD Graphics Library (LibGD).""]",[],['7.5'],,,HIGH,"['cve: CVE-2014-9425', 'cve: CVE-2014-9709', 'url: http://securitytracker.com/id/1031479', 'url: http://www.securityfocus.com/bid/71800', 'url: http://www.securityfocus.com/bid/73306', 'url: https://bugs.php.net/bug.php?id=68676', 'cert-bund: WID-SEC-2023-0069', 'cert-bund: CB-K17/1176', 'cert-bund: CB-K16/0944', 'cert-bund: CB-K15/1437', 'cert-bund: CB-K15/0966', 'cert-bund: CB-K15/0854', 'cert-bund: CB-K15/0806', 'cert-bund: CB-K15/0769', 'cert-bund: CB-K15/0757', 'cert-bund: CB-K15/0665', 'cert-bund: CB-K15/0482', 'cert-bund: CB-K15/0454', 'cert-bund: CB-K15/0420', 'dfn-cert: DFN-CERT-2023-0071', 'dfn-cert: DFN-CERT-2017-1209', 'dfn-cert: DFN-CERT-2016-1004', 'dfn-cert: DFN-CERT-2016-0876', 'dfn-cert: DFN-CERT-2015-1514', 'dfn-cert: DFN-CERT-2015-1017', 'dfn-cert: DFN-CERT-2015-0900', 'dfn-cert: DFN-CERT-2015-0842', 'dfn-cert: DFN-CERT-2015-0809', 'dfn-cert: DFN-CERT-2015-0794', 'dfn-cert: DFN-CERT-2015-0697', 'dfn-cert: DFN-CERT-2015-0505', 'dfn-cert: DFN-CERT-2015-0473', 'dfn-cert: DFN-CERT-2015-0442']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
"PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux",['PHP is prone to a denial of service (DoS) vulnerability.'],"['Installed version: 5.5.9', 'Fixed version: 5.5.24', 'Installation path / port: 80/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux', 'OID:1.3.6.1.4.1.25623.1.0.805687', 'Version used: 2025-09-24T05:39:03Z']","['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722)']",['Successfully exploiting this issue allow remote attackers to cause a denial of service or possibly have unspecied other impact.'],"['Solution type: VendorFix', 'Update to version 5.5.24, 5.6.8 or later.']","[""An use-after-free vulnerability occurs in the '_zend_shared_memdup' function in 'zend_shared_alloc.c' script.""]",[],['7.5'],,,HIGH,"['cve: CVE-2014-9425', 'cve: CVE-2014-9709', 'url: http://securitytracker.com/id/1031479', 'url: http://www.securityfocus.com/bid/71800', 'url: http://www.securityfocus.com/bid/73306', 'url: https://bugs.php.net/bug.php?id=68676', 'cert-bund: WID-SEC-2023-0069', 'cert-bund: CB-K17/1176', 'cert-bund: CB-K16/0944', 'cert-bund: CB-K15/1437', 'cert-bund: CB-K15/0966', 'cert-bund: CB-K15/0854', 'cert-bund: CB-K15/0806', 'cert-bund: CB-K15/0769', 'cert-bund: CB-K15/0757', 'cert-bund: CB-K15/0665', 'cert-bund: CB-K15/0482', 'cert-bund: CB-K15/0454', 'cert-bund: CB-K15/0420', 'dfn-cert: DFN-CERT-2023-0071', 'dfn-cert: DFN-CERT-2017-1209', 'dfn-cert: DFN-CERT-2016-1004', 'dfn-cert: DFN-CERT-2016-0876', 'dfn-cert: DFN-CERT-2015-1514', 'dfn-cert: DFN-CERT-2015-1017', 'dfn-cert: DFN-CERT-2015-0900', 'dfn-cert: DFN-CERT-2015-0842', 'dfn-cert: DFN-CERT-2015-0809', 'dfn-cert: DFN-CERT-2015-0794', 'dfn-cert: DFN-CERT-2015-0697', 'dfn-cert: DFN-CERT-2015-0505', 'dfn-cert: DFN-CERT-2015-0473', 'dfn-cert: DFN-CERT-2015-0442']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
PHP < 5.6.12 Multiple DoS Vulnerabilities - Linux,['PHP is prone to multiple denial of service (DoS) vulnerabilities.'],"['Installed version: 5.5.9', 'Fixed version: 5.6.12', 'Installation path / port: 80/tcp']",[],"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)']",['Successfully exploiting these issues allow remote attackers to cause a denial of service (application crash or memory consuption).'],"['Solution type: VendorFix', 'Update to version 5.6.12 or later.']",[],[],['7.5'],,,HIGH,"['cve: CVE-2015-1351', 'url: http://bugzilla.redhat.com/show_bug.cgi?id=1185900', 'url: http://www.securityfocus.com/bid/71929', 'url: http://openwall.com/lists/oss-security/2015/01/24/9', 'cert-bund: CB-K15/1437', 'cert-bund: CB-K15/0757', 'cert-bund: CB-K15/0552', 'cert-bund: CB-K15/0459', 'cert-bund: CB-K15/0207', 'dfn-cert: DFN-CERT-2019-1354', 'dfn-cert: DFN-CERT-2015-1514', 'dfn-cert: DFN-CERT-2015-0794', 'dfn-cert: DFN-CERT-2015-0579', 'dfn-cert: DFN-CERT-2015-0487', 'dfn-cert: DFN-CERT-2015-0212']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
PHP < 5.6.12 Multiple DoS Vulnerabilities - Linux,['PHP is prone to multiple denial of service (DoS) vulnerabilities.'],"['Installed version: 5.5.9', 'Fixed version: 5.6.12', 'Installation path / port: 80/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 5.6.12 Multiple DoS Vulnerabilities - Linux', 'OID:1.3.6.1.4.1.25623.1.0.808611', 'Version used: 2025-09-24T05:39:03Z']","['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",['Successfully exploiting these issues allow remote attackers to cause a denial of service (application crash or memory consuption).'],"['Solution type: VendorFix', 'Update to version 5.6.12 or later.']","['The following aws exist:', ""- Improper handling of driver behavior for SQL_WVARCHAR columns in the 'odbc_bindcols function' in 'ext/odbc/php_odbc.c' script."", ""- The 'gdImageScaleTwoPass' function in gd_interpolation.c script in the GD Graphics Library uses inconsistent allocate and free approaches.""]",[],['7.5'],80.0,tcp,HIGH,"['cve: CVE-2015-8874', 'cve: CVE-2015-8877', 'cve: CVE-2015-8879', 'url: http://www.php.net/ChangeLog-5.php', 'url: http://www.securityfocus.com/bid/90866', 'url: http://www.securityfocus.com/bid/90842', 'url: http://www.securityfocus.com/bid/90714', 'cert-bund: CB-K17/1252', 'cert-bund: CB-K16/1776', 'cert-bund: CB-K16/0975', 'cert-bund: CB-K16/0965', 'cert-bund: CB-K16/0944', 'cert-bund: CB-K16/0937', 'cert-bund: CB-K16/0912', 'cert-bund: CB-K16/0911', 'cert-bund: CB-K16/0868', 'cert-bund: CB-K16/0805', 'cert-bund: CB-K16/0801', 'dfn-cert: DFN-CERT-2017-1295', 'dfn-cert: DFN-CERT-2016-1882', 'dfn-cert: DFN-CERT-2016-1033', 'dfn-cert: DFN-CERT-2016-1022', 'dfn-cert: DFN-CERT-2016-1004', 'dfn-cert: DFN-CERT-2016-0996', 'dfn-cert: DFN-CERT-2016-0972', 'dfn-cert: DFN-CERT-2016-0944']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
"PHP < 5.6.31, 7.x < 7.0.17, 7.1.x < 7.1.3 DoS Vulnerability (Jul 2017) - Linux",['PHP is prone to a denial of service (DoS) vulnerability.'],"['Installed version: 5.5.9', 'Fixed version: 5.6.31', 'Installation', 'path / port: 80/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 5.6.31, 7.x < 7.0.17, 7.1.x < 7.1.3 DoS Vulnerability (Jul 2017) - Linux', 'OID:1.3.6.1.4.1.25623.1.0.811487', 'Version used: 2025-09-24T05:39:03Z']","['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)']",['Successfully exploiting this issue allow an attacker to cause a CPU consumption denial of service attack.'],"['Solution type: VendorFix', 'Update to version 5.6.31, 7.0.17, 7.1.3 or later.']",['The aw exists due to improper handling of long form variables in main/php_variables.c script.'],[],['7.5'],,,HIGH,"['cve: CVE-2017-11142', 'url: http://www.php.net/ChangeLog-5.php', 'url: http://www.php.net/ChangeLog-7.php', 'cert-bund: CB-K18/0048', 'cert-bund: CB-K17/1461', 'cert-bund: CB-K17/1132', 'dfn-cert: DFN-CERT-2018-0055', 'dfn-cert: DFN-CERT-2017-1529', 'dfn-cert: DFN-CERT-2017-1161']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
PHP < 5.6.31 DoS Vulnerability - Linux,['PHP is prone to a denial of service (DoS) vulnerability.'],"['Installed version: 5.5.9', 'Fixed version: 5.6.31', 'Installation', 'path / port: 80/tcp', 'Installation path / port: 80/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 5.6.31 DoS Vulnerability - Linux', 'OID:1.3.6.1.4.1.25623.1.0.811490', 'Version used: 2025-09-24T05:39:03Z']","['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)', 'Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",['Successfully exploiting this issue allow remote attackers inject XML for deserialization to crash the PHP interpreter.'],"['Solution type: VendorFix', 'Update to version 5.6.31 or later.']",['The flaw exists due to an invalid free error for an empty boolean element in ext/wddx/wddx.c script.'],[],['7.5'],,,HIGH,"['cve: CVE-2017-11142', 'url: http://www.php.net/ChangeLog-5.php', 'url: http://www.php.net/ChangeLog-7.php', 'cert-bund: CB-K18/0048', 'cert-bund: CB-K17/1461', 'cert-bund: CB-K17/1132', 'dfn-cert: DFN-CERT-2018-0055', 'dfn-cert: DFN-CERT-2017-1529', 'dfn-cert: DFN-CERT-2017-1161', 'cve: CVE-2017-11143', 'cert-bund: CB-K17/1358', 'dfn-cert: DFN-CERT-2018-0835', 'dfn-cert: DFN-CERT-2018-0733', 'dfn-cert: DFN-CERT-2017-1420']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
PHP Out of Bounds Read Vulnerability (Jan 2015),['PHP is prone to an out of bounds read vulnerability.'],[],[],"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)']",[],[],[],[],['7.5'],,,HIGH,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
PHP Out of Bounds Read Vulnerability (Jan 2015),['PHP is prone to an out of bounds read vulnerability.'],"['Installed version: 5.5.9', 'Fixed version: 5.5.21', 'Installation path / port: 80/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: PHP Out of Bounds Read Vulnerability (Jan 2015)', 'OID:1.3.6.1.4.1.25623.1.0.805414', 'Version used: 2025-09-24T05:39:03Z']","['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722)']",['Successful exploitation will allow remote attackers to obtain sensitive information and trigger unexpected code execution.'],"['Solution type: VendorFix', 'Update to version 5.4.37 or 5.5.21 or 5.6.5 or later.']",['An out of bounds read error exists in sapi/cgi/cgi_main.c in the CGI component in PHP.'],[],['7.5'],80.0,tcp,HIGH,"['cve: CVE-2014-9427', 'url: https://bugs.php.net/bug.php?id=68618', 'url: http://www.securityfocus.com/bid/71833', 'cert-bund: CB-K15/1437', 'cert-bund: CB-K15/0757', 'cert-bund: CB-K15/0215', 'cert-bund: CB-K15/0207', 'cert-bund: CB-K15/0095', 'dfn-cert: DFN-CERT-2015-1514', 'dfn-cert: DFN-CERT-2015-0794', 'dfn-cert: DFN-CERT-2015-0223', 'dfn-cert: DFN-CERT-2015-0212', 'dfn-cert: DFN-CERT-2015-0093']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
"PHP < 8.1.33, 8.2.x < 8.2.29, 8.3.x < 8.3.23, 8.4.x < 8.4.10 Multiple Vulnerabilities - Linux",['PHP is prone to multiple vulnerabilities.'],"['Installed version: 5.5.9', 'Fixed version: 8.1.33', 'Installation path / port: 80/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 8.1.33, 8.2.x < 8.2.29, 8.3.x < 8.3.23, 8.4.x < 8.4.10 Multiple Vulnerabi.', '->..', 'OID:1.3.6.1.4.1.25623.1.0.154869', 'Version used: 2025-09-24T05:39:03Z']","['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722)']",[],"['Solution type: VendorFix', 'Update to version 8.1.33, 8.2.29, 8.3.23, 8.4.10 or later.']","['The following vulnerabilities exist:', '- CVE-2025-1220: Null byte termination in hostnames', '- CVE-2025-1735: pgsql extension does not check for errors during escaping', '- CVE-2025-6491: NULL pointer dereference in PHP SOAP extension via large XML namespace prex']",[],['7.5'],80.0,tcp,HIGH,"['cve: CVE-2025-1220', 'cve: CVE-2025-1735', 'cve: CVE-2025-6491', 'url: https://www.php.net/ChangeLog-8.php#8.1.33', 'url: https://www.php.net/ChangeLog-8.php#8.2.29', 'url: https://www.php.net/ChangeLog-8.php#8.3.23', 'url: https://www.php.net/ChangeLog-8.php#8.4.10', 'url: https://github.com/php/php-src/security/advisories/GHSA-3cr5-j632-f35r', 'url: https://github.com/php/php-src/security/advisories/GHSA-hrwm-9436-5mv3', 'url: https://github.com/php/php-src/security/advisories/GHSA-453j-q27h-5p8x', 'cert-bund: WID-SEC-2025-1460', 'dfn-cert: DFN-CERT-2025-1785']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_hackersploit_bwapp-docker,172.30.9.4
